entity_name,real_name,nationality,team,player_status,social_links
Flanker,Thomas Cook,United States,Team Liquid,Active,https://www.twitch.tv/Flanker;https://twitter.com/Liquid_Flanker;None;None;None
Flaws,,Australia,,Retired,https://www.twitch.tv/oflaws;https://twitter.com/FlaawsM8;None;None;None
Fleeky_af,Aaron Staeben,Germany,,Retired,https://www.twitch.tv/fleeky_af;https://twitter.com/AfFleeky;None;None;None
Fleow,Felipe Oliveira,Brazil,,Active,https://www.twitch.tv/FleowTV;https://twitter.com/1Fleow;None;None;None
Fokarn,Alexander Söderberg,Sweden,,Active,https://www.twitch.tv/fokarn;https://twitter.com/F0karn;None;None;None
FOLKZ,Bruno Fernandes,Brazil,,Active,https://www.twitch.tv/FOLKZgg;https://twitter.com/FOLKZgg;http://facebook.com/FOLKZgg;http://www.youtube.com/FOLKZ;None
Folti,Ray Donald Dewald,Germany,Game of Drones,Active,None;https://twitter.com/Folti_FPS;None;None;None
Forcee,Eric Sanchez,Mexico,Team Nerf,Active,https://www.twitch.tv/forceewut;https://twitter.com/forceewut;None;None;None
Forsak3n,Viktors Bernevs,Latvia,,Retired,https://www.twitch.tv/forsak3now;https://twitter.com/FORSAK3Now;None;None;Http://play.eslgaming.com/player/5190384
FoxieGG,Tyler Lowton,United Kingdom,,Retired,https://www.twitch.tv/foxiegg;https://twitter.com/Foxie_GG;None;None;None
foZej,Berk Gürel,Turkey,,Active,https://www.twitch.tv/fozej_;https://twitter.com/fozej_;None;http://www.youtube.com/thefozej;None
FRANxx,,Japan,RxR Clover,Active,None;https://twitter.com/RxC_FRANxx;None;http://www.youtube.com/channel/UCW5U5oTd44S8ZaoA978ievA;None
Frapper,Brendan Frappier,Canada,,Active,https://www.twitch.tv/frapper_;https://twitter.com/frapper_21;None;http://www.youtube.com/channel/UCUbctRX8Wt3sgqXfKPc7S9g;None
Fratis,Jakkrapat Khemkhajohn,Thailand,,Active,https://www.twitch.tv/FRATlS;None;None;None;None
frazi,Wellington Kuwana,Brazil,FusioN E-Sport,Active,https://www.twitch.tv/frazigames_oficial;https://twitter.com/frazigames;http://facebook.com/frazigames;None;None
freddo,Luca Bacci,Italy,,Retired,https://www.twitch.tv/fredd0TV;https://twitter.com/FreddoWasTaken;None;None;Http://play.eslgaming.com/player/10129514
FreeD,Vitalii Popov,Russia,,Retired,https://www.twitch.tv/apexfreed;https://twitter.com/FreeD_Apex;http://facebook.com/profile.php?id=100007092280395;http://www.youtube.com/c/freedjkee;None
FRESHY,Dario Smiljanić,Croatia,,Retired,https://www.twitch.tv/FRESHY_GG;https://twitter.com/FRESHY_GG;None;http://www.youtube.com/FRESHY_GGG;Http://play.eslgaming.com/player/4171295
Frexs,Joseph Sanchez,United States,Spacestation Gaming,Active,https://www.twitch.tv/Frexs;https://twitter.com/Frexs;None;None;Http://play.eslgaming.com/player/11910863
Frogz,Kaue Soares,Brazil,Fênix Team,Active,None;https://twitter.com/Frogzw_;None;None;None
Frostybee,Bagus Mega Setiawan,Indonesia,,Retired,https://www.twitch.tv/frostybeee;None;None;None;None
Ftyan,,Japan,Team UNITE,Active,https://www.twitch.tv/ftyaaaan;https://twitter.com/_Ftyan;None;None;None
Fubuki,,Japan,O2 esports,Active,https://www.twitch.tv/fubukimaster;https://twitter.com/SabakiTwitch;None;http://www.youtube.com/channel/UCjC8yoxALyP0r12BrwKcOWQ;None
fuinhaFPS,André Luiz Lucatelli Borges,Brazil,Fênix Team,Retired,https://www.twitch.tv/fuinhafps;https://twitter.com/fuinhafps;http://facebook.com/fuinhafps;http://www.youtube.com/fuinhafps;None
FunFPS,Brandon Groombridge,United States,Team Liquid,Active,https://www.twitch.tv/FunFPS;https://twitter.com/funFPS;None;http://www.youtube.com/channel/UCmsJHcZsMGYa-hYlH6_RJVw;None
Funk,Rhys Smyth,Ireland,,Active,https://www.twitch.tv/bigchunkfunk;https://twitter.com/BigChunkFunk;None;http://www.youtube.com/channel/UCJU4Xq0-S24vgBN_oEW9mZA;None
Furaru,,Japan,,Retired,https://www.twitch.tv/furaruzz;https://twitter.com/FURARUzz;None;None;None
Furen,Sebastian Błaszczyk,Poland,,Retired,https://www.twitch.tv/furenn;https://twitter.com/apexfuren;None;None;Http://play.eslgaming.com/player/5236995
Fury,Ariel Hernandez,United States,Team VIZIO,Active,https://www.twitch.tv/furyxd;https://twitter.com/Furysuxx;None;None;None
Fussy,Cameron Clark,Australia,Sutoraiku,Active,https://www.twitch.tv/FussyFF;https://twitter.com/FussyFF;None;None;None
FuTuRe,Jaylen Gammage,United States,,Retired,https://www.twitch.tv/FuTuRe_JeN;https://twitter.com/FuTuRe_JeN;None;None;None
Fyzu,Dmitry Petrov,Russia,,Retired,https://www.twitch.tv/TheFyzu;https://twitter.com/TheFyzu;None;http://www.youtube.com/c/TheFyzu;Http://play.eslgaming.com/player/5436285
Fzr,,Japan,IGZIST,Active,https://www.twitch.tv/fzzzr;https://twitter.com/Fzr_oo;None;None;None
G0_Zh,Igor Zhukov,Russia,,Active,https://www.twitch.tv/g0_zh;None;None;None;None
G0PGAP,Nitipath Puangpaiboon,Thailand,,Active,https://www.twitch.tv/g0pgapz;https://twitter.com/ItsGOPGAPz;http://facebook.com/g0pgapz;None;None
G7Dank,Connor Luke,United States,Lazarus,Active,https://www.twitch.tv/g7dank;https://twitter.com/G7Dank;None;None;None
Gabe,Gabriel Stohlmeyer,United States,,Retired,https://www.twitch.tv/Gabe_x;https://twitter.com/Gabe_x1;None;None;None
Gabeismon,Gabe Brunelle,United States,,Retired,https://www.twitch.tv/Gabe;https://twitter.com/Gabeismon;None;http://www.youtube.com/gabeismon;None
Gabonito,Gabriel,Chile,,Active,https://www.twitch.tv/gaboonito;https://twitter.com/gabriel_316;None;None;None
Gaijin,Thanakorn Mungkunkamsao,Thailand,WHIZ,Active,https://www.twitch.tv/gaijinLive;https://twitter.com/Gaijin_wz;None;http://www.youtube.com//channel/UCuOiRQH7wlfMrb-1Dgk68Qw?view_as=subscriber;None
Galatorix,Marcus Hultner,Sweden,,Active,https://www.twitch.tv/Galatorix123;https://twitter.com/Galatorix;None;None;None
Gallardd,Elías Gallardo,Argentina,TENGAA,Active,https://www.twitch.tv/Gallardd;https://twitter.com/_Gallardd;None;http://www.youtube.com/c/Gallaarrdd;None
Ganjo,Jonathan Gandasasmita,Indonesia,,Retired,None;None;None;None;None
GaRpY,Gareth Marshall,United Kingdom,Myztro Gaming,Retired,https://www.twitch.tv/myztrogarpy;https://twitter.com/myztrogarpy;http://facebook.com/myztrogarpy;None;None
Gaskin,Dan Gaskin,United Kingdom,,Active,https://www.twitch.tv/Gaskin;https://twitter.com/DanGaskin;None;http://www.youtube.com/GaskinDan;None
GathaN,Achmad Haris,Indonesia,,Retired,https://www.twitch.tv/gathannn;None;None;None;None
GatoK4,Darko Beltran,Chile,,Active,https://www.twitch.tv/GatoC4;https://twitter.com/DrkValorant;http://facebook.com/GatoK4;None;Http://play.eslgaming.com/player/13412386
Gaxalies,Maxence Albaut,France,,Retired,https://www.twitch.tv/gaxalies;https://twitter.com/gaxalies;None;http://www.youtube.com/channel/UCPE0txyV8J-sWhC3aE7tEoQ;None
Gazzma,,Australia,,Active,https://www.twitch.tv/Gazzma;None;None;None;None
gdolphn,Martin Skrydstrup,Denmark,Dexterity,Active,https://www.twitch.tv/gdolphn;https://twitter.com/gdolphn;None;http://www.youtube.com/channel/UCy-cVbHeJV7UtZ4toHvJMXA;None
geesh,Garrett Shearer,United States,,Retired,https://www.twitch.tv/geesh;https://twitter.com/geesh;None;None;Http://play.eslgaming.com/player/13835757
Gemasoft,Gerardo Martínez,Mexico,All Glory Gaming,Active,https://www.twitch.tv/gemasoft;https://twitter.com/gemasoft;http://facebook.com/GemasoftMx;http://www.youtube.com/GemasoftTv;None
Genburten,Noyan Ozkose,Australia,Reignite,Active,https://www.twitch.tv/genburten;https://twitter.com/Genburten;None;http://www.youtube.com/channel/UCvbsmO-lljcY5IEBFcpv6lA;None
Geniusx,,Thailand,Overclock Esport,Active,https://www.twitch.tv/geniusx_;None;http://facebook.com/OPGeniusx;http://www.youtube.com/channel/UCMrogSzzMOMdOOr2aTZg9WQ;None
Genome,Kale Morton,Australia,,Active,https://www.twitch.tv/GENOMEgg;https://twitter.com/genomegg;None;http://www.youtube.com/channel/UCAPJNDD0FXeta8wFbB-Docw;None
Gentrifyinq,Rigo Padilla,United States,G2 Esports,Active,https://www.twitch.tv/Gentrifyinq;https://twitter.com/G2Gent;None;http://www.youtube.com/channel/UCoC7DyeG3BO_n8VgzyQY_IA/videos;None
Gerovic12,Nils Bode,Germany,,Active,https://www.twitch.tv/gerovic12;https://twitter.com/gerovic12;None;http://www.youtube.com/channel/UCnEabrzPPo6AzFQZsFf0H-g;None
GGEZ_Deep,Jian-Chang Li,Taiwan,StinkyB,Active,https://www.twitch.tv/ggez_deep;None;None;None;None
Gigz,Connor White,United States,,Retired,https://www.twitch.tv/gigz;https://twitter.com/Gigz;None;None;None
Gildersons,Zachary Dennis,United States,Team Liquid,Active,https://www.twitch.tv/gildersons;https://twitter.com/Gildersons_;None;None;None
Glahn,Alex Glahn,United States,,Retired,https://www.twitch.tv/glahnwiththewind;https://twitter.com/GlahnBR;None;None;Http://play.eslgaming.com/player/13958043
Glat,Nguyễn Hữu Nghĩa,Vietnam,,Retired,None;None;None;None;None
GlitterXplosion,Lauren Laracuente,United States,,Active,https://www.twitch.tv/GlitterXplosion;https://twitter.com/GlitterXplosion;None;None;None
Gnaske,Casper Emil Præstensgaard,Denmark,GMT Esports,Active,https://www.twitch.tv/Gnaske;https://twitter.com/Gnaske_lone;None;http://www.youtube.com/channel/UCKnOj4CkqS_KaDdURFeU8JA;None
Golden,,United States,,Active,https://www.twitch.tv/silencedisgolden;https://twitter.com/SilencedGolden;None;None;None
Goldenboy,Alex Mendez,United States,,Unknown,https://www.twitch.tv/goldenboyftw;https://twitter.com/GoldenboyFTW;http://facebook.com/GoldenboyFTW;http://www.youtube.com/GoldenboyFTW;None
GossEyee,Naphat Thongjitr,Thailand,,Retired,https://www.twitch.tv/gosseyee;None;None;http://www.youtube.com/channel/UCNnCIg9wWh1xITC7hA1KYhQ?view_as=subscriber;None
Graceful,Martin Wongphrom,Sweden,Kungarna,Active,https://www.twitch.tv/graceful;https://twitter.com/GracefulFPS;http://facebook.com/GracefulFPS;http://www.youtube.com/channel/UCeF8cAGaR2emn1bILIwaYXg;None
Grego,Gregory McAllen,United States,,Retired,https://www.twitch.tv/Grego;https://twitter.com/GregoFPS;None;None;None
GregoM,Gregorio Martinez,Argentina,,Active,https://www.twitch.tv/gregom7;https://twitter.com/GregoMartinez7;None;None;None
Grettsu,Jeremy Mackin,United States,,Retired,https://www.twitch.tv/grettsu;https://twitter.com/grettssu;None;None;None
GrimReality,Christopher Schaefer,United States,,Retired,https://www.twitch.tv/grimrealityow;https://twitter.com/Grimreality;http://facebook.com/GrimRealityOW;None;None
GsBird,Gavin Schmidt,United States,Lazarus,Active,https://www.twitch.tv/GsBird;https://twitter.com/GsBird;http://facebook.com/GsBirdGaming;http://www.youtube.com/channel/UCOVfACmknLoPHbLUjJ1A08A;None
Gsnkryu,,Japan,SBI e-Sports,Active,None;https://twitter.com/Gsnkryu;None;http://www.youtube.com/channel/UC793Yi5F20jQjO5XiggGlbw;None
GueiGo,Kuan-Hsian Su,Taiwan,,Retired,https://www.twitch.tv/sweetcampercs;None;http://facebook.com/sweetcamper;http://www.youtube.com/channel/UCXxlznCte1pRG3ImfMSUCHQ;None
GuGu,,China,MDY,Active,None;None;None;None;None
GuhRL,Laurice Habibi,Canada,,Active,https://www.twitch.tv/GuhRL;https://twitter.com/heyguhrl;None;http://www.youtube.com/GuhRL;None
Guifaria1,Guilherme Faria,Brazil,FusioN E-Sport,Active,https://www.twitch.tv/guifaria1;https://twitter.com/Guifaria110;None;None;None
Guinho,Thiago Cesar de Almeida Couto,Brazil,Skull Cracker,Active,https://www.twitch.tv/guiinhofps1;https://twitter.com/1Guinhozera;None;http://www.youtube.com//channel/UC4Zshrt3HKuqLcjB7lAf-ew/featured;None
Gutbuster,Caleb Womack,South Africa,NiBBLE Esports,Active,None;https://twitter.com/GutbusterZA;None;None;None
Gxnjy,Brenden Legg,United Kingdom,69iQ eSports,Active,https://www.twitch.tv/gxnjy;https://twitter.com/GxnjyEU;None;http://www.youtube.com/c/gxnjy/featured;None
H1yaA,Jeong Jae-hui,South Korea,,Retired,https://www.twitch.tv/lhh1yaa;https://twitter.com/LHh1yaa;http://facebook.com/profile.php?id=100012113886558;http://www.youtube.com/channel/UCtA9-n04W5Hs1aXkhN4XCIg/featured;None
Hachikobtw,Nicholas Bennett,Denmark,,Retired,https://www.twitch.tv/Hachikobtw;https://twitter.com/Hachikobtww;None;None;None
Hakis,John Håkansson,Sweden,Alliance,Active,https://www.twitch.tv/alliance_hakis;https://twitter.com/Alliance_Hakis;None;http://www.youtube.com/channel/UCKktj7jO5GGgt68f8freDrA;None
HAL,Thomas Avallone,Italy,,Active,https://www.twitch.tv/HALtv;https://twitter.com/AvalloneHal;http://facebook.com/HalOfficial;http://www.youtube.com/c/HALtv;None
Halcyon,Juan Martín,Argentina,,Retired,https://www.twitch.tv/halcyontv;https://twitter.com/halcyontw;http://facebook.com/halcyontw;http://www.youtube.com/channel/UC7N-EieuaUxcyEizGb2UhzA?view_as=subscriberizGb2UhzA;None
Hambino,Cameron Cisco,United States,,Active,https://www.twitch.tv/hambino24;https://twitter.com/Hamb1no;None;None;None
HammerDrill,,Japan,Fascination Colors Destroy,Active,None;https://twitter.com/HammerDrill555;None;http://www.youtube.com/channel/UCIQkXqepG_LaZXiLaf1a96g;None
hanabijaa,Peeranut Puntsming,Thailand,,Retired,https://www.twitch.tv/hanabijaaofficial;None;None;http://www.youtube.com//channel/UC-AaZ7IGK1kyLGJOp7m_DgA;None
Hardecki,Konstantin Kozlov,Russia,Gambit Esports,Active,https://www.twitch.tv/hardecki;https://twitter.com/hxrdecki;None;http://www.youtube.com/channel/UCe5zvG-QPtjdiaMYDXBKQLA;None
Hardly,Keegan Dwyer,United States,SoaR,Retired,https://www.twitch.tv/hardlywins;https://twitter.com/hardlywins;None;http://www.youtube.com/hardlywins;None
HaRu,,Japan,,Active,https://www.twitch.tv/sbi_haruluuuuun;https://twitter.com/HaRuLuuuuuN;None;http://www.youtube.com/channel/UCuy--_bmvHbOEN2Sh-5ITAw;None
Hatsume,Suzune Okamura,Japan,,Active,None;https://twitter.com/hatsumememe;None;http://www.youtube.com/channel/UCq1FEiGmyh-52yYGeOMTVLA;None
Heeeiii,Jin-Long Guo,Indonesia,Primis Komanda,Active,https://www.twitch.tv/heeeiii_;None;None;http://www.youtube.com/c/CaresenDK;None
Heegak,Yoon Hee-jong,South Korea,FOR7,Active,https://www.twitch.tv/heegak;https://twitter.com/heegak;None;None;None
HELL,Aaron-Anton Jones,United Kingdom,Myztro Gaming,Retired,https://www.twitch.tv/HELL_UK;https://twitter.com/myztroHELL;http://facebook.com/aaronanton.jones;None;None
help,Matthew Stokes,United States,,Active,https://www.twitch.tv/helping_;https://twitter.com/helping;None;None;None
henReel,Henry Lee,Canada,,Retired,https://www.twitch.tv/henreel;https://twitter.com/henReeLee;None;None;None
Hero,Brett Easton,United States,,Active,https://www.twitch.tv/herodelivers;https://twitter.com/HeroDelivers;None;None;None
Hers,Judy,United States,Kungarna,Active,https://www.twitch.tv/hisandherslive;https://twitter.com/HisandHersLive;None;http://www.youtube.com/channel/UCS_Kwl3H4NLLmdgwJZrOdig;None
Hesiko,,Japan,Riddle,Active,https://www.twitch.tv/hesikojonny;https://twitter.com/hesikojonny;None;http://www.youtube.com/channel/UCDJ_eFjX89HP-gAT9P1HbRA;None
Hestia,Cem Üstün,Turkey,Australis,Retired,None;https://twitter.com/HestiaWasTakenn;None;None;None
heykatie,Jackson Taylor,Australia,,Retired,https://www.twitch.tv/heykatie;https://twitter.com/heyimnotkatie;None;http://www.youtube.com/channel/UCQFmdSJ3HKoE_toDfsu2L6Q;None
Hiarka,Filipe Morgado,Portugal,K1CK,Active,https://www.twitch.tv/hiarkayeah;https://twitter.com/HiarkaYeahh;None;None;None
Hiarky,Chris Lovstad,Canada,,Active,https://www.twitch.tv/hiarky;https://twitter.com/Hiarky;None;None;None
hikaruFrench,,Japan,,Retired,https://www.twitch.tv/hikaruFrench;https://twitter.com/hikarufrenchi;None;None;None
hikuman,,Japan,SBI e-Sports,Active,None;https://twitter.com/hik_ow;None;http://www.youtube.com/channel/UCBWPFdDT677lgpFJkx02vtw?view_as=subscriber;None
Hill,Elijah Hill,United States,Torrent,Active,https://www.twitch.tv/HillCST;https://twitter.com/HillCST_;None;None;Http://play.eslgaming.com/player/13477845
His,Andrew,United States,Kungarna,Active,https://www.twitch.tv/hisandherslive;https://twitter.com/HisandHersLive;None;http://www.youtube.com/channel/UCS_Kwl3H4NLLmdgwJZrOdig;None
Hisofu,Artem Frizov,Russia,Redragon,Active,https://www.twitch.tv/hisofu;https://twitter.com/hisofuuu;None;None;None
HisWattson,Jacob McMillin,United States,,Active,https://www.twitch.tv/hiswattson;https://twitter.com/HisWattson;None;None;None
Hodsic,Haris Hodzic,Bosnia and Herzegovina,Team Liquid,Active,https://www.twitch.tv/hodsic;https://twitter.com/hodsic;None;http://www.youtube.com/user/hodzih398;None
Holliday,Jacob Sandrik,United States,RCO eSports Red,Active,https://www.twitch.tv/iHolliday;https://twitter.com/RCO_Holliday;None;None;None
holoac,,Japan,,Active,None;https://twitter.com/holoac;None;http://www.youtube.com/channel/UCKPbvP3ea2AGoIPrk9jklmg;None
HoNoSuu,,Japan,,Active,https://www.twitch.tv/honosu;https://twitter.com/HoNoSuu_fps;None;None;None
Hoony,Choi Dae-hoon,South Korea,,Active,https://www.twitch.tv/hoonyfps;https://twitter.com/thishoon00;None;None;None
Horizxon,Younes Elkherrat,United Kingdom,Guild Esports,Active,https://www.twitch.tv/horizxon;https://twitter.com/horizxonn;None;None;None
Hotoke,Hotta Maxim Alexander,Japan,FENNEL,Active,None;https://twitter.com/MaximusHotoke;None;http://www.youtube.com/channel/UCuKNPnNJCi6187g21uC2cRg;None
HTPHarold,Jason Hebblewhite,United Kingdom,UNDERRATED,Active,https://www.twitch.tv/htpharold;https://twitter.com/HTPHarold;None;http://www.youtube.com/channel/UClVuecJzBrCZhi6rUtFn1-g;None
hundredz,Patrick Kwon,United States,,Active,https://www.twitch.tv/hundredz;https://twitter.com/itshundredz;None;http://www.youtube.com/channel/UCa3_0Rpxpsmb6L3sonPYemQ;None
HusKers,Jordan Thomas,United States,NRG Esports,Retired,https://www.twitch.tv/huskerrs;https://twitter.com/HusKerrs;None;http://www.youtube.com/channel/UCMp2PD8BA9bKE1gGOqL2B4Q;Http://play.eslgaming.com/player/13338630
IAmDrakey,John Stillwell,United States,,Retired,None;https://twitter.com/DrakeyR6;None;None;None
ibuo,,Japan,,Active,None;https://twitter.com/_ibuo;None;http://www.youtube.com/channel/UCGjeSHn91JxtaEcYTXOL97w;None
IDG,Lee Dong-gi,South Korea,,Retired,https://www.twitch.tv/idonggi;None;None;None;None
idgaf,Idham Syah,Indonesia,,Active,https://www.twitch.tv/idgafnvm;None;None;http://www.youtube.com/channel/UCm2iOfAuZlVK0IKBgyy0zzQ;None
Iguyyyyy,Thanapat Srimuang,Thailand,,Active,https://www.twitch.tv/iguyyyyy;None;http://facebook.com/guy.fixedgear.1;http://www.youtube.com/channel/UCflMUu8p8VnzG7BdsqzjRZw;None
iiTzTimmy,Timmy An,United States,,Active,https://www.twitch.tv/iiTzTimmy;https://twitter.com/iiTzTimmy;None;http://www.youtube.com/channel/UC5v2QgY2D5tlu8uws23MG4Q;None
IKILLONLYNOOB,Choltakorn Phochinda,Thailand,,Active,https://www.twitch.tv/ikillonlynoob;None;http://facebook.com/people/Dar-Choltakorn/100002068740361;http://www.youtube.com/channel/UCcoGbxyi-_L-TYxaBBQI6mg;None
Iko,Christer Ringelien,Norway,,Active,https://www.twitch.tv/iko_ow;https://twitter.com/IkowOW;None;None;None
iM07A,Mohammed Bin Suwedan,Yemen,NASR Esports,Active,https://www.twitch.tv/imo7aa;https://twitter.com/_iM07A;None;None;None
ImMadness,Ryan Schlieve,United States,Renegades,Active,https://www.twitch.tv/immadness;https://twitter.com/ImMadnessTv;None;http://www.youtube.com/user/Madmadness911?sub_confirmation=1;None
iMoonDx,Benjamin Ignacio Ortega Cruces,Chile,,Active,https://www.twitch.tv/iMoonDx;https://twitter.com/iMoonDx1;None;http://www.youtube.com/iMoonDx;None
ImperialHal,Phillip Dosen,United States,TSM,Active,https://www.twitch.tv/tsm_imperialhal;https://twitter.com/ImperialHal;None;http://www.youtube.com/channel/UCoBPNJrFc88ZTA31LKx2X1g;None
ImpulsiveDream,Cody Couch,United States,Ghost Gaming,Active,https://www.twitch.tv/ImpulsiveDream;https://twitter.com/ImpulsiveDream;None;None;None
inboxes,Reed Tucker,United States,,Retired,https://www.twitch.tv/inboxes;https://twitter.com/inboxes;None;None;None
InFighT,,Japan,,Active,https://www.twitch.tv/infight_4444;https://twitter.com/Infight_4444;None;http://www.youtube.com/channel/UCBCaVt0ZNvIE3q8KmkUli8Q;None
Inhuman,Brenden Thomas Hammond,United States,,Active,https://www.twitch.tv/inhuman;https://twitter.com/inhuman;None;http://www.youtube.com/inhumantv;None
Inhumed,,United States,,Active,https://www.twitch.tv/iinhumed;https://twitter.com/iinhumed;None;None;None
INPA,Lee Sung-tan,South Korea,,Retired,https://www.twitch.tv/inpa0;None;None;http://www.youtube.com/channel/UCc16_MQjUDAZah5QtCxPO0A;None
Instyle,Csaba Szever,Hungary,,Active,https://www.twitch.tv/Instylefps;https://twitter.com/Instylefps;None;http://www.youtube.com/InstyleCS;None
InvctuZ,Victor Martins,Brazil,,Active,https://www.twitch.tv/invctuz_ttv;https://twitter.com/lnvctuZ;None;None;None
IPirrus,Lucas Gabriel Salinas,Argentina,LeaveNoWitness,Active,https://www.twitch.tv/pirrus_20;None;None;None;None
iPN,Kha Nguyen,Norway,00 Nation,Active,https://www.twitch.tv/Im_iPN;https://twitter.com/Alliance_iPN;None;None;Http://play.eslgaming.com/player/10431079
iShiny,Bryan McCarthy,United States,Complexity Gaming,Active,https://www.twitch.tv/iShiny;https://twitter.com/iShiny;None;None;Http://play.eslgaming.com/player/13972564
ISkyee,Paulo Albuquerque,Brazil,Flawless Gaming,Active,https://www.twitch.tv/iskyee;https://twitter.com/IskyeePaulo;None;None;None
isnoul,Gabriel Ceregatto,Brazil,,Retired,https://www.twitch.tv/isnoul;https://twitter.com/1snoul;None;None;Http://play.eslgaming.com/player/10163704
izxys,Jitviwat Phatcharakan,Thailand,,Retired,https://www.twitch.tv//izxys;None;http://facebook.com/izxyslive;None;None
jaazzaz,Jake Lock,United Kingdom,UNDERRATED,Active,https://www.twitch.tv/jaazzaz;https://twitter.com/jaazzaz;None;None;Http://play.eslgaming.com/player/8802504
JackCute,Chaiyarit Saijung,Thailand,,Active,https://www.twitch.tv/jackcute_;https://twitter.com/JackcuteA;http://facebook.com/100007435652089;None;None
Jacky1,,China,,Active,None;None;None;None;None
Jacuu,Jacek Woś,Poland,,Active,https://www.twitch.tv/jacuu__;https://twitter.com/R_Jacuu;None;http://www.youtube.com/Jacuu;None
Jaguares,Alexis Martinez,Mexico,All Glory Gaming,Active,None;https://twitter.com/jaguaresapex;None;None;None
Jalapenin,Emilio Jimenez,Mexico,,Active,https://www.twitch.tv/jalapenin;https://twitter.com/jalapenin;None;None;None
JamejyS,Kanin Choowong,Thailand,,Retired,https://www.twitch.tv/JamejyS;None;None;None;None
Jamerson,James Lee,United States,,Active,https://www.twitch.tv/jetsetjamerson;https://twitter.com/JetSetJamerson;None;http://www.youtube.com/user/jetsetjamerson;None
JamesFearless,James Phelps,United States,,Active,https://www.twitch.tv/jamesfearless;https://twitter.com/JamesFearless;None;http://www.youtube.com/channel/UCTilzAwQ_jN9SDc79q1SHMw;None
Jamren,,China,MDY White,Active,None;https://twitter.com/IgJamren;None;None;None
Janey,Janey,Canada,TSM,Active,https://www.twitch.tv/Janey;https://twitter.com/ItzJaneyy;None;http://www.youtube.com/channel/UCHrG1mXJIGW0MQ274KKnqsA;None
Japa,Vitor Martins,Brazil,,Active,https://www.twitch.tv/JapaShelby_;None;None;None;None
Jaro,Joshua Green,Australia,,Active,https://www.twitch.tv/jaro_;https://twitter.com/Jaro_tv;None;http://www.youtube.com/channel/UCmHvXQ4Ca80MkM4aJeJHzJQ;None
Jay3,Christopher Pavloff,United States,,Retired,https://www.twitch.tv/jay3;https://twitter.com/Jay3OW;None;http://www.youtube.com/jay3OW;None
JayceeTower,Juan Cruz De La Torre,Argentina,LeaveNoWitness,Active,https://www.twitch.tv/JayceeTower;https://twitter.com/JayceeTower;None;http://www.youtube.com//channel/UC36Akl6GvaCyCNyvTdcwTqQ;None
JayDTR,João Raposo,Portugal,,Retired,https://www.twitch.tv/JayDTR;https://twitter.com/xJayDTR;None;http://www.youtube.com/user/JayDTR;None
JazzJuric,Jarred Juric,South Africa,Elite Gaming,Active,None;https://twitter.com/JazzJuric;None;http://www.youtube.com/channel/UCU5IlIFDiiYAmEXuKXV2ndA;None
Jboxx,Joshua Crone,Australia,,Active,https://www.twitch.tv/notjboxx;https://twitter.com/NotJbox;None;None;None
JCA,Chunkit Lee,Hong Kong,AFTERMATH Gaming Taiwan,Active,https://www.twitch.tv/jca11jiuchang;https://twitter.com/JiuChAng_JCA;None;None;None
JCS,Samuel Arthur Olsen,United States,,Active,https://www.twitch.tv/j_c_s;https://twitter.com/S4M0L53N;None;None;None
jelliedcorn,Daniel Piechota,Poland,Vexed Gaming,Active,https://www.twitch.tv/jelliedcorn;https://twitter.com/JelliedCorn;None;None;None
Jerppe,Jesper Koski,Finland,,Retired,https://www.twitch.tv/jerppe;https://twitter.com/Jerppe1;None;None;Http://play.eslgaming.com/player/13833578
Jewelman,,Japan,,Active,None;https://twitter.com/MrJewelman;None;http://www.youtube.com/channel/UClsDEA2PY2rvaTNeB9XSt5A;None
JHow,Josh Howard,United States,,Retired,https://www.twitch.tv/JHow4444;https://twitter.com/RealJoshHoward;None;http://www.youtube.com/JHowGaming;None
JieLun,Tung-Wei Chuang,Taiwan,ANT Esports Club,Active,https://www.twitch.tv/jielun1215;https://twitter.com/JieLun1215;http://facebook.com/kevin1215222;http://www.youtube.com/channel/UCc036ROu9xIZT2E4ueOXOLw;None
Jiepai,,China,Golden Sage,Active,None;None;None;None;None
JIGEN,,Japan,V3 VEGA,Active,https://www.twitch.tv/jigeeeen;https://twitter.com/JIGEN_GG;None;None;None
Jinqs,João Vitor Pegos Tel,Brazil,,Active,https://www.twitch.tv/J1nqs;https://twitter.com/jjinqs;None;http://www.youtube.com/Jinqs;None
Jkw,Joey Wavering,United States,,Retired,https://www.twitch.tv/jkww512;https://twitter.com/Jkw512;None;http://www.youtube.com/bigjhomerun14;None
Jmw,Jake Walters,United Kingdom,Kungarna,Active,https://www.twitch.tv/Jmwfps;https://twitter.com/JmwFPS;None;http://www.youtube.com/channel/UCm4FA5ukoAeh8HFhPrJT1tQ?view_as=subscriber;None
joeyblackout,Joey Smith,United States,Pittsburgh Knights,Active,https://www.twitch.tv/joeyblackout;https://twitter.com/joeyblckout;None;http://www.youtube.com/channel/UCTXKB3dAiP1b9OicmzzCXlg;None
Johnknacker,Dominik Schweizer,Germany,,Active,https://www.twitch.tv/AeQ_Johnknacker;https://twitter.com/JohnknackerLoL;None;None;None
JokeeV2,Rudy De Lamorinière,France,Solaris,Active,https://www.twitch.tv/JokeeV2;https://twitter.com/JokeeV2;None;None;None
Joker,,China,DNZ,Active,None;None;None;None;None
