entity_name,real_name,nationality,team,player_status,social_links
savINSANO,,Brazil,,Active,None;https://twitter.com/sav1NSANO;None;None;None
SaviourHeavier,Zavier Ng,Singapore,,Active,https://www.twitch.tv/saviourheavier;https://twitter.com/SaviourHeavier;None;http://www.youtube.com/user/Zaviergaming;None
Sc1ss0rs,Ryan Luong,United States,Team VIZIO,Active,https://www.twitch.tv/sc1ss0rs_01;https://twitter.com/sc1ss0rs_01;None;None;None
Scannor,Castiel Rodriguez,Colombia,,Active,None;None;http://facebook.com/IEscannor;None;None
Scare,Keegan Van Vuren,South Africa,,Retired,https://www.twitch.tv/eg_scare;https://twitter.com/SkrrScare;None;None;None
scuwry,Alex Scala,Canada,100 Thieves,Active,https://www.twitch.tv/scuwry;https://twitter.com/scuwry;None;http://www.youtube.com/channel/UCZK8jaT88EzPlRff7SlxMWA;None
Seaf,,Japan,,Retired,https://www.twitch.tv/seafjp;https://twitter.com/seaf_mk;None;None;None
SeaLL,Riccardo Giacalone,Italy,Team Huskies Esports,Active,https://www.twitch.tv/mrseall;https://twitter.com/MrSeaLL;None;None;None
Secul0,Luis Miguel,Brazil,,Active,https://www.twitch.tv/secul0;https://twitter.com/_luiiiis;http://facebook.com/SECUL0;None;None
Selly,An Jeong-hwan,South Korea,Crazy Raccoon,Active,https://www.twitch.tv/selly55;https://twitter.com/Selly_ow;None;http://www.youtube.com/channel/UCVVQ9pKbYulBUwfu5TmIvaQ;None
Senapoppo,,Japan,AVALON Gaming,Active,https://www.twitch.tv/senapoppo;https://twitter.com/_sp24;None;http://www.youtube.com/channel/UCLpkv3dNYTFBBi0y74oJjVg;None
senoxe,Adam Lau,Canada,Sentinels,Active,https://www.twitch.tv/senoxe;https://twitter.com/senoxe;None;http://www.youtube.com/SENOXE;None
Senvelse,Denis Podan,Russia,FIGVAM,Active,None;https://twitter.com/Senvelsee;None;None;None
Senzeeh,Joshy Djotaroeno,Netherlands,,Active,https://www.twitch.tv/senzeeh;https://twitter.com/senzeehpai;None;http://www.youtube.com/senzeeh;None
Senzz,Marcos Cunha,Portugal,Acend,Active,None;https://twitter.com/Senzzapex;None;None;None
Sepz,Serena Capó,Brazil,,Active,https://www.twitch.tv/sepz42;https://twitter.com/sepz42;None;None;None
sErox,Patrick Pollap,Germany,,Retired,https://www.twitch.tv/1_sErox_1;https://twitter.com/sEroxcsgo;None;None;None
Seven ik,Danny Kraus,United States,,Retired,https://www.twitch.tv/seven_ik;https://twitter.com/Seven_ik;None;None;None
Sgong,Oh Dong-wah,South Korea,,Active,https://www.twitch.tv/sgong;https://twitter.com/seongfil;None;None;Http://play.eslgaming.com/player/14046943
SH1NYA,,Japan,,Active,https://www.twitch.tv/sh1nyajpp;https://twitter.com/advan_ow;None;http://www.youtube.com/channel/UC1AGqp16KUgWl7oCJRvnnCA;None
Shadez,Jakob Anderz Palmgren,Sweden,Odin Gamers,Active,https://www.twitch.tv/9shadez;https://twitter.com/CLQ_Shadez;None;http://www.youtube.com/channel/UCj8YimrF6OriWr_fErJeCbA?view_as=subscriber;None
ShadowCat,Abdullah Hassan Al Talhi,Saudi Arabia,25 Esports,Active,https://www.twitch.tv/zshadowcat;https://twitter.com/vShadowCat;None;None;None
ShadowZS,Nikolay Ivanov,Russia,UpRising,Active,None;None;None;None;None
Shakabo,,Japan,FENNEL,Active,None;https://twitter.com/shaka_bo;None;http://www.youtube.com/channel/UCLsRjlKZaluSqx2fL0xlngg;None
Shake,Yu Jin-hyeong,South Korea,,Retired,https://www.twitch.tv/horner3339;https://twitter.com/Lowkeyshake;None;None;Http://play.eslgaming.com/player/14046901
Sharky,Rick Wirth,Australia,Team Burger,Active,https://www.twitch.tv/sharky3415;https://twitter.com/Sharky3415;None;None;None
Sherry,,Japan,,Active,https://www.twitch.tv/sprsherry;https://twitter.com/sprSherry;None;http://www.youtube.com/channel/UCG5WfSHKXttTUgTO3kHwrZg;None
Shex,Federico Trevisan,Italy,Outplayed,Active,https://www.twitch.tv/qshex;https://twitter.com/qShexx;None;None;None
ShibuyaHAL,Shibuya Hal,Japan,Knot Not Rank,Retired,https://www.twitch.tv/shibuyahal;https://twitter.com/shibuyahal;None;http://www.youtube.com/channel/UChLfthKoUV502J7gU9STArg;None
Shikaa,Nicolas Agurto,Argentina,,Active,https://www.twitch.tv/1shikaa;https://twitter.com/1Shikaa;None;None;None
shineZ,Benjamin Brkic,Bosnia and Herzegovina,,Retired,None;https://twitter.com/shinezxyo;None;None;None
Shirayuki Reid,白雪 レイド,Japan,Neo-Porte,Unknown,None;https://twitter.com/Shirayuki_Reid;None;http://www.youtube.com/channel/UCIu-aUArYq_H84dBpCAokMA;None
ShivFPS,Shivam Patel,United Kingdom,Luminosity Gaming,Active,https://www.twitch.tv/shivfps;https://twitter.com/ShivFPS;None;http://www.youtube.com/channel/UCjFfp-6SveBuMbQ95KVaTow?view_as=subscriber;None
shoh,Takita Shota,Japan,,Retired,https://www.twitch.tv/shxh44;https://twitter.com/shh4x;None;http://www.youtube.com/channel/UCHsIhyNLw5DUqLVubTCH20g;None
Shohei Taguchi,田口尚平,Japan,UUUM,Active,None;https://twitter.com/shohei_taguchi;None;http://www.youtube.com/channel/UCR6f6Cx-dWX0nbteSXvhI6g;None
shomaru,,Japan,REJECT,Retired,https://www.twitch.tv/shomaru7;https://twitter.com/shomarusamaa;None;http://www.youtube.com/channel/UC_6C9bvzBLtuUBr4Nf3OaGA/featured?view_as=subscriber;None
ShRP,Dennis Fratantonio,Italy,Totem Esports,Active,https://www.twitch.tv/qshrp;https://twitter.com/ShRPgg_;None;None;None
Shuhei Yamato,Shuhei Yamato,Japan,,Active,None;https://twitter.com/YamatoColors;None;None;None
ShunMi,,Japan,Flora esports,Active,https://www.twitch.tv/florashunmi;https://twitter.com/ShunMy_;None;http://www.youtube.com/channel/UCbwHVIs6SU03SL43CR6phnw;None
Shurae,,South Korea,,Retired,https://www.twitch.tv/shurae_;https://twitter.com/ShuRae_;None;http://www.youtube.com/channel/UCB9kIhliZ2LCgBHTOms2J0g;None
Shurimawizard,Nhan Le,Vietnam,,Retired,https://www.twitch.tv/shurimawizard;None;None;http://www.youtube.com/channel/UCCM_u7Hlkexi6WnD5lvGbFw;None
Shusty,,Thailand,,Active,https://www.twitch.tv/shusty_;None;None;http://www.youtube.com/channel/UCJ0Pro9Y4EFghCHUMaANg3Q;None
Shy,Jamie Duell,United Kingdom,,Retired,https://www.twitch.tv/shygosu;https://twitter.com/myztroShy;None;None;None
ShynkChan,,Japan,ALViViD,Active,https://www.twitch.tv/shynk_fps;https://twitter.com/ApexerShynk;None;http://www.youtube.com/channel/UCTbywVA-B0KYEQdm5ScD60A;None
Sickks,Tyler Clifton Clark,United States,Ghost Gaming,Active,https://www.twitch.tv/sickks;https://twitter.com/SickksT9;None;http://www.youtube.com/channel/UCQH4TtUg5gabq5mJUYWZiEQ;None
Siebakk,Dominik Szałapski,Poland,,Retired,https://www.twitch.tv/Siebakk;https://twitter.com/Siebakk;None;None;Http://play.eslgaming.com/player/13381046
sigluss,,Japan,Fascination Colors Destroy,Active,https://www.twitch.tv/sigluss_;https://twitter.com/sigluss;None;http://www.youtube.com/c/sigluss;None
siigN,Per Stian Venås,Norway,,Retired,https://www.twitch.tv/siigN;https://twitter.com/siigNq;None;None;None
silkthread,Ted Z Wang,United States,,Retired,https://www.twitch.tv/silkthread;https://twitter.com/silkthread;http://facebook.com/silkted;http://www.youtube.com/channel/UCuPqXAms0Kg_pSh6g_aiX6w;None
Silta,Juho Sillanpää,Finland,Guild Esports,Active,https://www.twitch.tv/siltaa;https://twitter.com/SiltaApex;None;None;None
Silver Sky,Farrel Khezia Ramanda,Indonesia,,Retired,None;https://twitter.com/SilverSkyAPEX;http://facebook.com/SilverSkyAPEX;None;None
Sineska,,Germany,69iQ eSports,Active,None;https://twitter.com/Sineska1;None;None;None
SirDel,Matthew Biggins,United Kingdom,GMT Esports,Active,https://www.twitch.tv/sirdel;https://twitter.com/SirDelLive;None;http://www.youtube.com/c/SirDel/featured?view_as=subscriber;None
SirLifty,Braden Wells,United States,,Active,https://www.twitch.tv/sirlifty;https://twitter.com/thesirlifty;None;http://www.youtube.com/channel/UCEF0WwOFb15_796fA79M7qA;None
Siukun,,Japan,,Active,None;https://twitter.com/Siukun1;None;http://www.youtube.com/channel/UCgpQOY0uG1ImBquI6b-kHVQ;None
SiveN,Gianluigi Sassano,Italy,Rascals,Active,https://www.twitch.tv/SiiveeN;https://twitter.com/Siven_san;None;None;None
skaluh,Agustín Aiello,Argentina,LeaveNoWitness 2,Active,https://www.twitch.tv/skaluh;https://twitter.com/skaluh1;None;None;None
Skannella,Federico Raffaeli Albo,Italy,,Active,https://www.twitch.tv/skannella;https://twitter.com/Skannella1;None;None;None
SkittleCakes,William August,United States,Esports Arena,Active,https://www.twitch.tv/skittlecakes;https://twitter.com/SkittleCakez;None;http://www.youtube.com/channel/UC_bB8JjXsHVxGLyQsdj3ZxA;None
SkrrttSkrttt,Ethan Koong,Australia,,Active,https://www.twitch.tv/SkrrttSkrttt_;https://twitter.com/SkrrttSkrttt_;None;None;None
Skurul,Alexander Vincent Philip Mittelsteiner,Austria,,Retired,https://www.twitch.tv/skurul_;https://twitter.com/Skurul_;None;None;None
Skym,,Japan,Nowhere Now Here,Active,None;https://twitter.com/494Skym;None;http://www.youtube.com/channel/UCoBkC5k8ogcc_uvtMjIYD6A;None
Slayers,Joe Byrne,United Kingdom,69iQ eSports,Active,https://www.twitch.tv/69iQ_Slayers;https://twitter.com/slayerrrrs;None;None;None
SleeeP,Pedro Henrique,Brazil,Elevate,Active,https://www.twitch.tv/phsleep;https://twitter.com/SleeePPPxx;None;http://www.youtube.com/channel/UCxOHSL0FTWjPfRtlecxg_jw;None
SleepyPanda,Devihn Lindsey,United States,RCO eSports,Active,https://www.twitch.tv/isleepypanda_;https://twitter.com/ISleepy_Panda;None;None;None
Slempy,Nikita Makogon,Estonia,,Active,https://www.twitch.tv/sleeempy;https://twitter.com/ApexSlempy;None;None;None
slimer,Dmitry Shaposhnikov,Belarus,,Retired,None;https://twitter.com/followslimer;None;None;None
SlurpeeG,,United States,,Active,https://www.twitch.tv/Slurpeeg_;https://twitter.com/TheSlurpeeG;None;None;None
SMAX,Rattanarak Kohkaklang,Thailand,,Retired,https://www.twitch.tv/smaxxxxxx;https://twitter.com/smaxisme_;http://facebook.com/SMAX;http://www.youtube.com/channel/UCMY4GjJulEnstRMuLPPfN0Q/featured;None
SMEGGYTOE,Benjamin Stringer,United Kingdom,,Retired,https://www.twitch.tv/smeggytoe;https://twitter.com/SMEGGYTOE;None;http://www.youtube.com/channel/UCFot_mQtRn8PnuG7YkpfsSA;None
Smythj,Jame Markus Tapani Trygg,Finland,Lazarus,Active,https://www.twitch.tv/officialsmythj;https://twitter.com/smythJfps;None;None;None
SneakyMonkey,Devin Nelson,United States,,Active,https://www.twitch.tv/sneakymonkey;https://twitter.com/SneakyM0nk3y;None;None;None
Snip3down,Eric Wrona,United States,,Retired,https://www.twitch.tv/Snip3down;https://twitter.com/Snip3down;None;http://www.youtube.com/user/EDWSnip3down;None
snookenn,Ilya Lagutin,Russia,,Active,https://www.twitch.tv/snookenn;None;None;None;None
snoupii,Max Decker,United States,,Active,https://www.twitch.tv/hugegamer47;https://twitter.com/HugeGamer47;None;http://www.youtube.com/channel/UCFk3gkAWeim5wsAcQKrbIcg;None
Snoxf,Danuwat Thabthongdi,Thailand,,Retired,https://www.twitch.tv/snoxf;None;http://facebook.com/T.Danuwat;None;None
So0me1ne,Ewen Xiong,France,,Retired,https://www.twitch.tv/so0me1ne;https://twitter.com/So0me1ne;None;None;None
Solve,Kyle Concienne,United States,Elev8 Entertainment,Active,https://www.twitch.tv/solved;https://twitter.com/solve__;None;None;None
SonGokuJ5,Cláudio Marassi,Brazil,Paradox Esports,Active,https://www.twitch.tv/songokuj5;https://twitter.com/songokuj5;None;http://www.youtube.com/c/songokuj5;None
SonicTheLedgePog,Chris,Australia,,Active,https://www.twitch.tv/SonicTheLedgePog;https://twitter.com/SonicLedgePog;http://facebook.com/.;http://www.youtube.com/channel/UCfdii5JxtIqABxJN65HT0wQ;None
Sonii,Michael Sherman,United States,T1,Retired,https://www.twitch.tv/Sonii;https://twitter.com/sonii;None;http://www.youtube.com/sonii_IRL;None
Souta,Bruno Souta Terencio,Brazil,Digital Gaming,Active,https://www.twitch.tv/S0outa;https://twitter.com/brunosouta2;None;None;None
SpaceBud,Lucas Basilis,France,,Retired,https://www.twitch.tv/SpaceBud;https://twitter.com/SpaaceBud;None;None;Http://play.eslgaming.com/player/8120287
Speedhack,Sean Schuler,United States,,Retired,https://www.twitch.tv/speedhack;https://twitter.com/WBGSpeedhack;None;None;None
Spica,,Japan,SchwarzerLand,Active,https://www.twitch.tv/spica_ttv;https://twitter.com/Spica_FN;None;None;None
Spirit,Adam Wells,United States,,Retired,https://www.twitch.tv/spiritow;https://twitter.com/SpiritOW_;None;None;Http://play.eslgaming.com/player/10295024
SPK,Shunsuke Ito,Japan,RIG North,Active,https://www.twitch.tv/spk012;https://twitter.com/spk_AL;None;http://www.youtube.com/channel/UCOlFoizfZp3XwmQaDsj5I6g?view_as=subscriber;None
Splash,,Japan,,Inactive,https://www.twitch.tv/he_splash;https://twitter.com/ava_Splash;None;None;None
Spongeetl,Michi Rouse,Mexico,,Active,https://www.twitch.tv/spongeetl;https://twitter.com/spongetl;http://facebook.com/Spongetl;http://www.youtube.com/channel/UCuc-Msa3tFL16HrHHWB51gg;None
SSLCK,Jim Anderson,United States,,Active,https://www.twitch.tv/SSLCK;https://twitter.com/NT_SSLCK;None;http://www.youtube.com/InnovationalGaming;Http://play.eslgaming.com/player/13355092
Stalizy,Jackes Cardoso,Brazil,Xen,Active,https://www.twitch.tv/stalizy_;https://twitter.com/sTaLizyJC;None;http://www.youtube.com/c/stalizyjc;None
stanjke,Stanislav Ostapushchenko,Ukraine,,Active,https://www.twitch.tv/stanjqe;https://twitter.com/stanjke;http://facebook.com/stanjqe;None;None
Stanyyy,Mikhail Nikolaev,Russia,Magicians,Active,https://www.twitch.tv/stanyyy_;https://twitter.com/Stanyyy_;None;http://www.youtube.com/channel/UCWMLLp1RMCD6nN8eKuIHvaA;None
StarWraith,Rodolfo Martin,Spain,,Retired,https://www.twitch.tv/starwraith;https://twitter.com/iamstarwraith;None;http://www.youtube.com/channel/UCdA-7YYxcgd0hLg6QwgNHYQ;Http://play.eslgaming.com/player/2948158
StayNaughty,Paris Gouzoulis,United States,Cloud9,Active,https://www.twitch.tv/Naughty;https://twitter.com/staynaughtyy;None;None;None
STEEEAL,Yashima Kohei,Japan,,Retired,https://www.twitch.tv/steeeal_;https://twitter.com/FPS_STEEEAL;None;http://www.youtube.com/channel/UC_LmMR21HSXeTXCeFqU0LHA;None
stermy,Alessandro Avallone,Italy,,Retired,https://www.twitch.tv/stermytv;https://twitter.com/stermy;http://facebook.com/stermy;None;None
Stink,Charles Stephens,United States,Charlotte Phoenix,Active,https://www.twitch.tv/stinktv;https://twitter.com/stinktwitch;None;http://www.youtube.com/stinktv;None
Stompez,Seth Burress,United States,Dexterity,Active,https://www.twitch.tv/stompez;https://twitter.com/Stompezz;None;http://www.youtube.com/channel/UCr5qxhaLduE_fSFcU1riloA?view_as=subscriber;None
stormen,Ludvig Storm,Sweden,,Active,https://www.twitch.tv/stormen;https://twitter.com/stormentv;None;http://www.youtube.com/c/stormentv;None
StrafingFlame,,Indonesia,Primis Komanda,Active,https://www.twitch.tv/strafingflame;https://twitter.com/StrafingFlame;None;http://www.youtube.com/channel/UCXybgS6uZEkTlHYb0z0eDKw;None
strafy,Alessio Menzano,Italy,,Retired,https://www.twitch.tv/straafy;https://twitter.com/Straafy;http://facebook.com/Straafy;http://www.youtube.com/channel/UC4j5URWItz__m-4bLH3rHUw;None
Streamiii,Loris Bilardi,Italy,,Active,https://www.twitch.tv/streamiiitv;https://twitter.com/streamiiitv;http://facebook.com/StreamiiiTV;http://www.youtube.com/StreamiiiTv;None
Stressado,Felipe Melo,Brazil,Paradox Esports,Active,None;https://twitter.com/1Stressado;None;None;None
Stroke,Nicola Gravina,Italy,HIGHSCORE,Active,https://www.twitch.tv/istroke;None;None;http://www.youtube.com/channel/UC6rFFH_KrlgC_BVnH0Jct8A;None
Stuhni,Marco Paramo,United States,,Active,https://www.twitch.tv/stuni_;https://twitter.com/Stuhni;None;http://www.youtube.com/user/Marccisi302;None
Sty1e,Goo Gyo-ik,South Korea,,Active,https://www.twitch.tv/apexersty1e;https://twitter.com/ApexerSty1e;None;http://www.youtube.com/channel/UCGbaU2XAeuDNHpzHGGohg8g;None
StyleS,Jonas Jensen,Denmark,,Active,https://www.twitch.tv/heyimstyles;https://twitter.com/HeyImStyleS;None;None;None
SudetakiN,,Japan,ZETA DIVISION,Retired,https://www.twitch.tv/sudetakin;https://twitter.com/sudetaki;None;http://www.youtube.com/channel/UCjWLRmyufIkmT-T39b8BBew?view_as=subscriber;None
Suezw,,Japan,,Active,https://www.twitch.tv/suepyon;https://twitter.com/Sue_Stgk;None;None;None
Summer,Jake,United States,Counter Logic Gaming,Active,None;https://twitter.com/JakeKimi;None;None;None
Sunday,Kim Min-soo,South Korea,Crazy Raccoon,Active,https://www.twitch.tv/sundayttv;https://twitter.com/SundayVLRT;None;http://www.youtube.com/channel/UCTejnYngyZGKTU3i3SwR69w;None
Sung,Tommy Nguyen,China,Dexterity,Active,https://www.twitch.tv/sungnguyen_;https://twitter.com/SungNguyen_;None;None;None
SUNSERIES,Worapon Kamonwarin,Thailand,,Active,https://www.twitch.tv/sunseries;https://twitter.com/SUNSERIEZ;None;http://www.youtube.com/channel/UCTrpiqIJdYZGG_sRTRXA0Qw;None
Sunset,Danila Soloviov,Russia,ZETA DIVISION,Active,https://www.twitch.tv/Sunset;https://twitter.com/Sunsetische;None;None;None
SunWoo,,South Korea,,Active,None;https://twitter.com/SunWoo_h1;None;None;None
SurpriZee,Wahyu Nugroho,Indonesia,GOB Akademi Rumah Herbet,Active,None;None;http://facebook.com/surprizee;None;None
suwagh,Lucas Gonçalves Mendes Dias,Brazil,,Active,https://www.twitch.tv/suwagh1;https://twitter.com/suwaghlgmd;None;None;None
Sven,,China,Meteor,Active,None;https://twitter.com/SvenAPEX;None;http://www.youtube.com/channel/UC1aiWHWxgxwFbfyJ9W8ZwwQ;None
SWAGLOPE,Ismael Sanz Bejerano,Spain,,Retired,https://www.twitch.tv/swaglope;https://twitter.com/SW4GLOPE;None;None;None
sweetdreams,Christopher Sexton,United States,NRG,Active,https://www.twitch.tv/sweetdreams;https://twitter.com/sweetdreamsh1;None;http://www.youtube.com/channel/UCCPK5LkmtBpvYu1UafCuh1g/videos;None
Sweezy,Honza Kulich,Czech Republic,,Retired,https://www.twitch.tv/Sweezy;https://twitter.com/SweezyXD;http://facebook.com/sweezy420;None;None
sYnceD,Timothy Putrow,United States,Built By Gamers,Active,https://www.twitch.tv/sYnceDez;https://twitter.com/sYnceDez;None;http://www.youtube.com/user/sYnceDez;None
SynchroRios,Teenart Khamkorn,Thailand,Overclock Esport,Active,None;None;None;None;None
Szalami1,János László Hunyadi,Hungary,,Active,https://www.twitch.tv/szalamii1;https://twitter.com/szalami1996;http://facebook.com/Night1Yt;None;None
t23tatsu,,Japan,V3 VEGA,Active,https://www.twitch.tv/t23tatsu;https://twitter.com/t23tatsu;None;http://www.youtube.com/channel/UCDh1rwFe0FlkJV0o8yRTVKQ/;None
t3nshy,Luke Webber,South Africa,NiBBLE Esports,Active,https://www.twitch.tv/t3nshyxo;https://twitter.com/t3nshyxo;None;None;None
Taesik,Ji Yong-jun,South Korea,,Retired,https://www.twitch.tv/taesikgod;https://twitter.com/FAtaesik;None;None;Http://play.eslgaming.com/player/14046916
Taisheen,Can Öztürk,Germany,SCARZ EU,Active,https://www.twitch.tv/SZ_Taisheen;https://twitter.com/Taisheen;None;http://www.youtube.com/channel/UCiDnbqYiozdOUiZHIe2ztHw;None
Takkayan,,Indonesia,,Active,https://www.twitch.tv/takkayansan;None;None;None;None
TannerSlays,Tanner Roach,United States,,Active,https://www.twitch.tv/TannerSlays;https://twitter.com/TannerSlays;None;http://www.youtube.com/channel/UCpTj1GVLN55bbfl0UyAFMKg;None
Tantan,,Japan,,Active,https://www.twitch.tv/tantandesu__;https://twitter.com/tantandesu__;None;http://www.youtube.com/channel/UC_anrGhf1CPH5WmrV73EbMQ;None
TANX,Pornpawit Suntornsong,Thailand,,Retired,https://www.twitch.tv/tanxlive;https://twitter.com/tanxlive;http://facebook.com/Tanxlive.Official;http://www.youtube.com/tanxlive;None
Tararelux,,Japan,Good 8 Squad,Retired,None;https://twitter.com/Tararelux;None;http://www.youtube.com/channel/UCUUhg1YmBY_ht6X3O8PGugA;None
Tari3,,Japan,Lag Gaming,Active,https://www.twitch.tv/tari3_;https://twitter.com/tar1wnl;None;None;None
taskmast33r,Lev Grigoriev,Russia,ZETA DIVISION,Active,https://www.twitch.tv/taskmast33r;https://twitter.com/taskmast33r;None;None;None
Taxi,Svend-Erik Høegh,Denmark,,Active,https://www.twitch.tv/taxi2g;https://twitter.com/TaxiDLegend;None;http://www.youtube.com/channel/UCDkSI6was_EPeU747WyhbHw;None
Taylor,Johan Taylor,Sweden,Rebel,Active,https://www.twitch.tv/taylorfps;https://twitter.com/Taylor9801;None;None;Http://play.eslgaming.com/player/9882833
TayluSs,Juan Barraza,Mexico,,Active,None;https://twitter.com/TayluSs;http://facebook.com/taylussapex;http://www.youtube.com/channel/UCR_03xkNk14zqlYcUvSfggQ;None
TayS,Ilya Taishyn,Belarus,,Retired,https://www.twitch.tv/tays_zxc;https://twitter.com/MrTaishyn;None;None;None
Tchoviss,Daniel Campos Tavares Gomes,Brazil,,Active,https://www.twitch.tv/tchovisss;https://twitter.com/tchoviss;None;None;None
TechedCandy,Cambrian Antrillo,United States,eRa Eternity,Active,https://www.twitch.tv/techedcandy;https://twitter.com/TechedCandy;None;http://www.youtube.com/channel/UCs_dH548dXtkb9tg9MPoK4Q;None
Teenage,Justin Phipps,United States,,Active,https://www.twitch.tv/Teenage;https://twitter.com/Teenage;None;http://www.youtube.com/user/m4led;None
Tempest,Noah Donahue,United States,Built By Gamers,Active,https://www.twitch.tv/tempest__apex;https://twitter.com/TempestFPS;None;None;None
Tempplex,Titinan Chansap,Thailand,Reignite,Active,https://www.twitch.tv/tempplex_;https://twitter.com/itsTempplex;None;http://www.youtube.com/channel/UCuL5qFSJlvzWrqsBDETcKEA;None
TenoriN,,Japan,ORTHROS FANG,Active,https://www.twitch.tv/tenorinnn;https://twitter.com/tenorinnn;None;None;None
TeQ,Will Starck,United States,FURIA Esports,Active,https://www.twitch.tv/96teq96;https://twitter.com/96TeQ96;None;None;None
Tethy,,Japan,Pro Gaming team Selector,Active,None;https://twitter.com/tethy_zzz;None;http://www.youtube.com/channel/UCMMYrjuM-vha6bk5Yf6lvQQ;None
TGB,António Martins,Portugal,,Active,https://www.twitch.tv/tgb_official;https://twitter.com/antoniorecover;http://facebook.com/antonio.martins.3511;None;None
THaless,Thales Teixeira Rodrigues,Brazil,Flawless Gaming,Active,https://www.twitch.tv/thalesstv;https://twitter.com/ThalesTeixeiraR;None;None;None
Thanks4Dying,Nathan Bernard,United States,,Retired,https://www.twitch.tv/thanks4dying;https://twitter.com/Thanks4Dying;None;http://www.youtube.com/channel/UCiDkiYzzEc6BBT4RG6K09Uw;None
theb1gone,Federico Fantozzi,Italy,,Retired,https://www.twitch.tv/theb1gone;https://twitter.com/theb1gone;None;None;Http://play.eslgaming.com/player/10279079
thebaku,Dawid Bak,Poland,,Retired,https://www.twitch.tv/theb4ku;https://twitter.com/theb4ku;http://facebook.com/thebaku;None;None
theesaar,Matheus Cabral Sartorio,Brazil,Pirate Dream Esports,Active,None;https://twitter.com/theesaar;None;http://www.youtube.com/c/theesaar;None
ThendoPlays,Thendo Mukhavhuli,South Africa,DNMK Esports,Active,https://www.twitch.tv/thendoplays;https://twitter.com/ThendoPlays;http://facebook.com/ThendoPlays;http://www.youtube.com/channel/UCGpbfAUskq1vJJWX0VBIYaQ;None
ThePr0,Earving Alberto,Mexico,All Glory Gaming,Active,None;None;http://facebook.com/TheProFB;http://www.youtube.com/user/EARvingPrO;None
TheTerroday,Axel Flocco,Argentina,,Active,https://www.twitch.tv/theterroday;https://twitter.com/Axel_Flocco;None;None;None
thex,Simon Hald,Denmark,,Active,https://www.twitch.tv/thex_fps;https://twitter.com/thex_fps;None;http://www.youtube.com/channel/UCzw1OsCi1UcYcYyYn8BX_4A?view_as=subscriber;None
Thief,,South Korea,Quintette Fortissimo,Active,https://www.twitch.tv/thief0618;https://twitter.com/ApexerThief;None;None;None
THump,Taylor Humphries,United States,Oath Gaming,Retired,https://www.twitch.tv/THump;https://twitter.com/THump;None;http://www.youtube.com/TTHump;None
tkmEND,,Japan,,Active,None;https://twitter.com/ley262104616;None;None;None
Tom,Tom Bull,United Kingdom,Transatlantic Gaming,Active,https://www.twitch.tv/tom_apex;https://twitter.com/TAG_tom_apex;None;None;None
tomorow,,Japan,Radical Pop Gaming,Active,None;https://twitter.com/__tomorow;None;http://www.youtube.com/channel/UCQQeJ-Z6rmSNOG70SRUXvGA;None
Tonpi?,Tomohiro Fukuoka,Japan,,Active,None;https://twitter.com/tonpiava;http://facebook.com/people/Tomohiro-Fukuoka/100009406451046;http://www.youtube.com/channel/UCjbi3OnQt1cKvolVHnfpPaQ;None
Tosh1,,Japan,LEDIAN MAGICAL,Active,https://www.twitch.tv/tosh1_chan;https://twitter.com/toshichan_0218;None;http://www.youtube.com/channel/UCOisT2RDn16h4lmryxgLuXw;None
ToxikeN,Joshua Campos,Spain,,Retired,https://www.twitch.tv/toxiken;https://twitter.com/ToxikenOW;None;http://www.youtube.com/channel/UCRv2W7GWXDDd7v_aSeq0-ww;None
Trabz,Fabrizzio Ramos Amador,Peru,,Active,https://www.twitch.tv/ttrabz;https://twitter.com/1Trabz;None;None;None
Trent,Brendan Ward,Australia,Perihelion,Retired,https://www.twitch.tv/trentfrompunchbowl;https://twitter.com/TrentOCE;None;None;None
Trevv,Trevor Moye,United States,Lazarus,Retired,https://www.twitch.tv/trevv;https://twitter.com/TrevApex;None;None;None
Trinal,Jose Santos,Dominican Republic,Exolved Esports NA,Active,https://www.twitch.tv/trinaltak;https://twitter.com/TrinalTak;None;None;None
Trumanjar,Sebastián Guzman,Chile,,Active,https://www.twitch.tv/1trumanjar;https://twitter.com/TrumanjarF;None;None;None
TsaiG,Wen-Hao Yang,Taiwan,AFTERMATH Gaming Taiwan,Active,https://www.twitch.tv/tsaig0223;https://twitter.com/TsaiG_0223;None;http://www.youtube.com/channel/UCJ9o2rt_Uo00OqLvtR6o6PQ;None
Tsquared,Tom Taylor,United States,,Active,https://www.twitch.tv/tsquared;https://twitter.com/tsquared;None;http://www.youtube.com/user/TsquaredMLG;None
Tsubaki,,Japan,,Active,https://www.twitch.tv/tsubaki_sa;https://twitter.com/sa_mame13;None;None;None
TTXTR,Abdullah,Saudi Arabia,,Active,https://www.twitch.tv/ttxtr;https://twitter.com/XTTXTR;None;http://www.youtube.com/channel/UChVgra2ZvILuV80PulsQ1tA;None
tur0gh-,Jansen Tosi Siqueira,Brazil,,Active,https://www.twitch.tv/tur0gh;https://twitter.com/tur0gh;None;http://www.youtube.com/channel/UCNGzTzsI3Pj2rZDh9nrAXdg?view_as=subscriber;None
turnzz,Jordan McClelland,United States,Team Nestle,Active,https://www.twitch.tv/turnzz;https://twitter.com/turnzz;None;None;None
twenty,Jordan Bouah,South Africa,,Active,https://www.twitch.tv/twenty_za;https://twitter.com/twenty_za;None;http://www.youtube.com/channel/UCYs0oymgd3mfaiKMgS2OT4A;None
